Movie_Name,Description,Director,Rating,Runtime,Year of Release,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,History,Horror,Mystery,Romance,Sci-Fi,Thriller,War,Budget,Collection,Nominated
The Book Thief,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents. (131 mins.)", Brian Percival,7.6,131,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19000000,76086711,N
The Bourne Identity,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and regain his memory. (119 mins.)", Doug Liman,7.9,119,2002,1,0,0,0,0,0,0,0,0,1,0,0,1,0,60000000,214357371,N
The Bourne Supremacy,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive. (108 mins.)", Paul Greengrass,7.8,108,2004,1,0,0,0,0,0,0,0,0,1,0,0,1,0,85000000,288587450,N
The Bourne Ultimatum,Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer. (115 mins.), Paul Greengrass,8.1,115,2007,1,0,0,0,0,0,0,0,0,1,0,0,1,0,130000000,442161562,N
The Bucket List,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die. (97 mins.), Rob Reiner,7.4,97,2007,0,1,0,1,0,1,0,0,0,0,0,0,0,0,45000000,174810815,N
The Cabin in the Woods,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods. (95 mins.)", Drew Goddard,7,95,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30000000,70742948,N
The Circle,Various women struggle to function in the oppressively sexist society of contemporary Iran. (90 mins.), Jafar Panahi,7.5,90,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18000000,33907844,N
The Class,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood. (128 mins.), Laurent Cantet,7.5,128,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2500000,28700000,N
The Conjuring,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. (112 mins.), James Wan,7.5,112,2013,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20000000,318000141,N
The Conjuring 2,Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit. (134 mins.), James Wan,7.4,134,2016,0,0,0,0,0,0,0,0,1,1,0,0,1,0,40000000,320300000,N
The Constant Gardener,"A widower is determined to get to the bottom of a potentially explosive secret involving his wifes murder, big business, and corporate corruption. (129 mins.)", Fernando Meirelles,7.5,129,2005,0,0,0,0,0,1,0,0,0,1,1,0,1,0,25500000,86301599,N
The Cooler,"In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss consternation. (101 mins.)", Wayne Kramer,7,101,2003,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4000000,11131455,N
The Counselor,A lawyer finds himself in over his head when he gets involved in drug trafficking. (117 mins.), Ridley Scott,5.3,117,2013,0,0,0,0,1,1,0,0,0,0,0,0,1,0,25000000,71009334,N
The Counterfeiters,"The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during WWII. (98 mins.)", Stefan Ruzowitzky,7.6,98,2007,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6250000,20199663,N
The Crazies,About the inhabitants of a small Iowa town suddenly plagued by insanity and then death after a mysterious toxin contaminates their water supply. (101 mins.), Breck Eisner,6.5,101,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19000000,56445534,N
The Croods,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy. (98 mins.)"," Kirk DeMicco, Chris Sanders",7.2,98,2013,0,1,1,1,0,0,1,0,0,0,0,0,0,0,135000000,573068425,N
The Curious Case of Benjamin Button,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences. (166 mins.)", David Fincher,7.8,166,2008,0,0,0,0,0,1,1,0,0,0,1,0,0,0,160000000,329809326,Y
The Curse of the Were-Rabbit,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest. (85 mins.)"," Steve Box, Nick Park",7.5,85,2005,0,0,1,1,0,0,0,0,0,1,0,1,0,0,30000000,192600000,N
The Damned United,The story of the controversial Brian Cloughs 44-day reign as the coach of the English football club Leeds United. (98 mins.), Tom Hooper,7.6,98,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6400000,4199874,N
The Dance of Reality,"Alejandro Jodorowsky was born in 1929 in Tocopilla, a coastal town on the edge of the Chilean desert where this film was shot... (133 mins.)", Alejandro Jodorowsky,7.5,133,2013,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3000000,558636,N
The Darjeeling Limited,"A year after their fathers funeral, three brothers travel across India by train in an attempt to bond with each other. (91 mins.)", Wes Anderson,7.2,91,2007,0,1,0,1,0,1,0,0,0,0,0,0,0,0,17500000,35000000,N
The Dark Horse,A brilliant but troubled New Zealand chess champion finds purpose by teaching underprivileged children about the rules of chess and life. (124 mins.), James Napier Robertson,7.5,124,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2100000,1900000,N
The Dark Knight,"When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham, the Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice. (152 mins.)", Christopher Nolan,9,152,2008,1,0,0,0,1,1,0,0,0,0,0,0,1,0,185000000,1001620618,N
The Dark Knight Rises,"Eight years after the Jokers reign of anarchy, the Dark Knight, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane. (164 mins.)", Christopher Nolan,8.4,164,2012,1,0,0,0,0,0,0,0,0,0,0,0,1,0,275000000,1084439099,N
The Day I Became a Woman,A film comprised of three interconnected vignettes that depict women at three stages of life in Iran... (78 mins.), Marziyeh Meshkini,7.3,78,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,180000,344235,N
The Death of Mr. Lazarescu,"Mr. Lazarescu, a 63 year old lonely man feels sick and calls the ambulance. When it arrives, the paramedic... (153 mins.)", Cristi Puiu,8,153,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,350000,216900,N
The Departed,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston. (151 mins.), Martin Scorsese,8.5,151,2006,0,0,0,0,1,1,0,0,0,0,0,0,1,0,90000000,289660619,Y
The Descendants,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident. (115 mins.), Alexander Payne,7.3,115,2011,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20000000,175507800,Y
The Descent,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators. (99 mins.)", Neil Marshall,7.2,99,2005,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7000000,57051053,N
The Devils Rejects,"The murderous, backwoods Firefly family take to the road to escape a vengeful police force which is not afraid of being as ruthless as their target. (107 mins.)", Rob Zombie,6.9,107,2005,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7000000,20940428,N
The Diary of a Teenage Girl,A teen artist living in 1970s San Francisco enters into an affair with her mothers boyfriend. (102 mins.), Marielle Heller,6.9,102,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2000000,2279959,N
The Diving Bell and the Butterfly,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isnt paralyzed. (112 mins.), Julian Schnabel,8,112,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12800000,19800000,N
The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhoods past where friends, families, and foes all work together to make a living - no matter the cost. (106 mins.)", Michaël R. Roskam,7.1,106,2014,0,0,0,0,1,1,0,0,0,1,0,0,0,0,12600000,19054534,N
The Edge of Seventeen,"High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother. (104 mins.)", Kelly Fremon Craig,7.4,104,2016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9000000,18802255,N
The Fault in Our Stars,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam. (126 mins.), Josh Boone,7.8,126,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12000000,307166834,N
The Fighter,A look at the early years of boxer Irish Micky Ward and his brother who helped train him before going pro in the mid 1980s. (116 mins.), David O. Russell,7.8,116,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11000000,129262388,Y
The First Day of the Rest of Your Life,Five key days in a familys life. (114 mins.), Rémi Bezançon,7.6,114,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5100000,22300000,N
The Florida Project,"Set over one summer, the film follows precocious 6-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Disney World. (111 mins.)", Sean Baker,8.1,111,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000000,3800000,N
The Flowers of War,"A Westerner finds refuge with a group of women in a church during Japans rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety. (146 mins.)", Yimou Zhang,7.6,146,2011,0,0,0,0,0,1,0,1,0,0,1,0,0,1,94000000,95311434,N
The Fountain,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi. (96 mins.)", Darren Aronofsky,7.3,96,2006,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35000000,15461638,N
The Ghost Writer,"A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy. (128 mins.)", Roman Polanski,7.2,128,2010,0,0,0,0,0,1,0,0,0,1,0,0,1,0,45000000,65532491,N
The Gift,A young married couples lives are thrown into a harrowing tailspin when an acquaintance from the husbands past brings mysterious gifts and a horrifying secret to light after more than 20 years. (108 mins.), Joel Edgerton,7.1,108,2015,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10000000,44567606,N
The Girl with the Dragon Tattoo,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years. (152 mins.), Niels Arden Oplev,7.8,152,2009,0,0,0,0,1,1,0,0,0,1,0,0,1,0,90000000,239373970,N
The Girl with the Dragon Tattoo,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years. (152 mins.), David Fincher,7.8,158,2011,0,0,0,0,1,1,0,0,0,1,0,0,1,0,90000000,239373970,N
The Good Shepherd,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one mans life. (167 mins.), Robert De Niro,6.7,167,2006,0,0,0,0,0,1,0,1,0,0,0,0,1,0,90000000,99500000,N
The Good the Bad the Weird,The story of two outlaws and a bounty hunter in 1940s Manchuria and their rivalry to possess a treasure map while being pursued by the Japanese army and Chinese bandits. (139 mins.), Kim Jee-woon,7.3,139,2008,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10000000,44300000,N
The Grand Budapest Hotel,"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend. (99 mins.)", Wes Anderson,8.1,99,2014,0,1,0,1,0,1,0,0,0,0,0,0,0,0,31000000,164350409,Y
The Grandmaster,"The story of martial-arts master Ip Man, the man who trained Bruce Lee. (130 mins.)", Kar Wai Wong,6.5,130,2013,1,0,0,0,0,1,0,0,0,0,1,0,0,1,38600000,64076736,N
The Great Beauty,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty. (141 mins.)", Paolo Sorrentino,7.8,141,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9200000,24164000,N
The Great Debaters,"A drama based on the true story of Melvin B. Tolson, a professor at Wiley College Texas. In 1935, he inspired students to form the schools first debate team, which went on to challenge Harvard in the national championship. (126 mins.)", Denzel Washington,7.6,126,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15000000,30261293,N
The Grey,"After their plane crashes in Alaska, six oil workers are led by a skilled huntsman to survival, but a pack of merciless wolves haunts their every step. (117 mins.)", Joe Carnahan,6.8,117,2011,1,1,0,0,0,1,0,0,0,0,0,0,1,0,25000000,81249176,N
The Guard,An unorthodox Irish policeman with a confrontational personality is partnered with an up-tight F.B.I. agent to investigate an international drug-smuggling ring. (96 mins.), John Michael McDonagh,7.3,96,2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6000000,21197454,N
The Handmaiden,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her. (144 mins.)", Chan-wook Park,8.1,144,2016,0,0,0,0,1,1,0,0,0,1,1,0,1,0,8800000,37700000,N
The Hangover,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding. (100 mins.)", Todd Phillips,7.8,100,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35000000,465764086,N
The Hateful Eight,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters. (187 mins.)", Quentin Tarantino,7.8,187,2015,0,0,0,0,1,1,0,0,0,1,0,0,1,0,62000000,145443360,N
The Help,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids point of view on the white families for which they work, and the hardships they go through on a daily basis. (146 mins.)", Tate Taylor,8.1,146,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25000000,213120004,Y
The Hills Have Eyes,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization. (107 mins.)", Alexandre Aja,6.4,107,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17000000,70355813,N
The Hobbit: An Unexpected Journey,"A reluctant hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug. (169 mins.)", Peter Jackson,7.9,169,2012,0,1,0,0,0,0,1,0,0,0,0,0,0,0,250000000,1017003568,N
The Hobbit: The Battle of the Five Armies,Bilbo and Company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness. (144 mins.), Peter Jackson,7.4,144,2014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,250000000,955119788,N
The Hobbit: The Desolation of Smaug,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring. (161 mins.)", Peter Jackson,7.9,161,2013,0,1,0,0,0,0,1,0,0,0,0,0,0,0,250000000,960366855,N
The Host,A monster emerges from Seouls Han River and focuses its attention on attacking people. One victims loving family does what it can to rescue her from its clutches. (120 mins.), Joon Ho Bong,7,120,2006,1,0,0,0,0,0,0,0,1,0,0,1,0,0,50000000,64477051,N
The Hours,"The story of how the novel Mrs. Dalloway affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives. (110 mins.)", Stephen Daldry,7.6,110,2002,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25000000,97030468,Y
The House of Mirth,A woman risks losing her chance of happiness with the only man she has ever loved. (135 mins.), Terence Davies,7.1,135,2000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10000000,5149131,N
The Hunt,"A teacher lives a lonely life, all the while struggling over his sons custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie. (115 mins.)", Thomas Vinterberg,8.3,115,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3450000,18300000,N
The Hurt Locker,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work. (131 mins.)", Kathryn Bigelow,7.6,131,2008,0,0,0,0,0,1,0,1,0,0,0,0,1,1,15000000,49894223,N
The Iceman,"The story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters had any clue about his real profession. (106 mins.)", Ariel Vromen,6.9,106,2012,1,0,0,0,1,1,0,0,0,0,0,0,1,0,10000000,3623609,N
The Ides of March,An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail. (101 mins.), George Clooney,7.1,101,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23000000,77735925,N
The Illusionist,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing. (110 mins.)", Neil Burger,7.6,110,2006,0,0,1,0,0,1,0,0,0,1,1,0,1,0,16500000,83792062,N
The Imaginarium of Doctor Parnassus,A traveling theater company gives its audience much more than they were expecting. (123 mins.), Terry Gilliam,6.8,123,2009,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30000000,64352607,N
The Imitation Game,"During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians. (114 mins.)", Morten Tyldum,8,114,2014,0,0,0,0,0,1,0,1,0,0,0,0,1,1,15000000,227773686,Y
The Immigrant,1921. An innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island. (120 mins.), James Gray,6.6,120,2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16000000,7585011,N
The Impossible,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami. (114 mins.), J.A. Bayona,7.6,114,2012,0,0,0,0,0,1,0,0,0,0,0,0,1,0,40000000,169590606,N
The Incredibles,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world. (115 mins.)", Brad Bird,8,115,2004,1,1,1,0,0,0,0,0,0,0,0,0,0,0,92000000,614726752,N
The Innocents,"In 1945 Poland, a young French Red Cross doctor who is sent to assist the survivors of the German camps discovers several nuns in advanced states of pregnancy during a visit to a nearby convent. (115 mins.)", Anne Fontaine,7.4,115,2016,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6400000,7400000,N
The Intouchables,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver. (112 mins.)"," Olivier Nakache, Eric Toledano",8.6,112,2011,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10800000,444800000,N
The Island,"Somewhere in Northern Russia in a small Russian Orthodox monastery lives an unusual man whose bizarre conduct confuses his fellow monks, while others who visit the island believe that the man has the power to heal, exorcise demons and foretell the future. (112 mins.)", Pavel Lungin,8,112,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120000000,163018913,N
The Isle,A Carer becomes the mother to a secluded isle. (90 mins.), Ki-duk Kim,7.1,90,2000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50000,20666,N
The Jungle Book,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo. (106 mins.)", Jon Favreau,7.5,106,2016,0,1,0,0,0,1,1,0,0,0,0,0,0,0,175000000,963901123,N
The Kid with a Bike,"Abandoned by his father, a young boy is left in a state-run youth farm. In a random act of kindness, the town hair-dresser agrees to foster him on week-ends. (87 mins.)"," Jean-Pierre Dardenne, Luc Dardenne",7.4,87,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5800000,52000000,N
The Kids Are All Right,Two children conceived by artificial insemination bring their biological father into their non-traditional family life. (106 mins.), Lisa Cholodenko,7.1,106,2010,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4000000,36275469,Y
The Killer Inside Me,A West Texas Deputy Sheriff is slowly unmasked as a psychotic killer. (109 mins.), Michael Winterbottom,6.1,109,2010,0,0,0,0,1,1,0,0,0,0,0,0,1,0,13000000,3617277,N
The Kings Speech,"The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it. (118 mins.)", Tom Hooper,8,118,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15000000,414200000,Y
The Kite Runner,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble. (128 mins.)", Marc Forster,7.6,128,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20000000,74180745,N
The Last King of Scotland,Based on the events of the brutal Ugandan dictator Idi Amins regime as seen by his personal physician during the 1970s. (123 mins.), Kevin Macdonald,7.7,123,2006,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6000000,49155371,N
The Last Station,A historical drama that illustrates Russian author Leo Tolstoys struggle to balance fame and wealth with his commitment to a life devoid of material things. (112 mins.), Michael Hoffman,7,112,2009,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18000000,15696146,N
The LEGO Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick. (104 mins.)", Chris McKay,7.3,104,2017,1,1,1,0,0,0,1,0,0,0,0,0,0,0,80000000,310940997,N
The Lego Movie,"An ordinary Lego construction worker, thought to be the prophesied Special, is recruited to join a quest to stop an evil tyrant from gluing the Lego universe into eternal stasis. (100 mins.)"," Phil Lord, Christopher Miller",7.8,100,2014,1,1,1,1,0,0,1,0,0,0,0,0,0,0,60000000,457729388,N
The Life Aquatic with Steve Zissou,"With a plan to exact revenge on a mythical shark that killed his partner, oceanographer Steve Zissou rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son. (119 mins.)", Wes Anderson,7.3,119,2004,0,1,0,1,0,1,0,0,0,0,0,0,0,0,50000000,34806726,N
The Lincoln Lawyer,A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime. (118 mins.), Brad Furman,7.3,118,2011,0,0,0,0,1,1,0,0,0,0,0,0,1,0,40000000,87145086,N
The Lives of Others,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives. (137 mins.)", Florian Henckel von Donnersmarck,8.5,137,2006,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2000000,77300000,N
The Lobster,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods. (119 mins.)", Yorgos Lanthimos,7.1,119,2015,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4500000,18053914,N
The Lord of the Rings: The Return of the King,Gandalf and Aragorn lead the World of Men against Saurons army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring. (201 mins.), Peter Jackson,8.9,201,2003,0,1,0,0,0,1,1,0,0,0,0,0,0,0,94000000,1141403341,Y
The Lord of the Rings: The Two Towers,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Saurons new ally, Saruman, and his hordes of Isengard. (179 mins.)", Peter Jackson,8.7,179,2002,0,1,0,0,0,1,1,0,0,0,0,0,0,0,94000000,934699645,Y
The Lunchbox,A mistaken delivery in Mumbais famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox. (104 mins.), Ritesh Batra,7.8,104,2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1700000,12231500,N
The Machinist,An industrial worker who hasnt slept in a year begins to doubt his own sanity. (101 mins.), Brad Anderson,7.7,101,2004,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5000000,8655397,N
The Man from London,"One night Maloin, a switchman at a seaside railway station situated by a ferry harbor, witnesses a terrible event... (139 mins.)"," Béla Tarr, Ágnes Hranitzky",7.2,139,2007,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4300000,6000000,N
The Man of the Year,Maiquel has lost a bet and dyed his hair blond. This little event triggers a head-on collision with destiny in which Maiquel goes from nobody to hero to outlaw--all in 24 hours. (105 mins.), José Henrique Fonseca,7.3,105,2003,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20000000,41200000,N
The Man Without a Past,"The second part of Aki Kaurismäkis Finland trilogy, the film follows a man who arrives in Helsinki... (97 mins.)", Aki Kaurismäki,7.7,97,2002,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1206000,9564237,N
The Martian,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive. (144 mins.)", Ridley Scott,8,144,2015,0,1,0,0,0,1,0,0,0,0,0,1,0,0,108000000,663851905,Y
The Master,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader. (138 mins.), Paul Thomas Anderson,7.1,138,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37500000,58792011,N
The Mermaid,"Shan, a mermaid, is sent to assassinate Xuan, a developer who threatens the ecosystem of her race, but ends up falling in love with him instead. (94 mins.)", Xingchi Zhou,6.3,94,2016,0,0,0,1,0,1,1,0,0,0,1,0,0,0,60720000,553810228,N
The Mist,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives. (126 mins.)", Frank Darabont,7.2,126,2007,0,0,0,0,0,0,0,0,1,0,0,1,1,0,13000000,57189408,N
The Muppets,A Muppet fanatic with some help from his two human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures. (103 mins.), James Bobin,7.1,103,2011,0,1,0,1,0,0,0,0,0,0,0,0,0,0,45000000,160971922,N
The Namesake,"American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his familys unwillingness to let go of their traditional ways. (122 mins.)", Mira Nair,7.6,122,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8500000,20288774,N
The Neon Demon,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has. (118 mins.)", Nicolas Winding Refn,6.2,118,2016,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7500000,3559803,N
The Net,"A North Korean fisherman breaks his boat engine by accident and drifts down to South Korea. After enduring brutal investigations in the South, he eventually gets sent back to North Korea. (114 mins.)", Ki-duk Kim,7.3,114,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22000000,110521733,N
The New World,"The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas. (135 mins.)", Terrence Malick,6.7,135,2005,0,0,0,0,0,1,0,1,0,0,1,0,0,0,30000000,26184400,N
The Nice Guys,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star. (116 mins.)", Shane Black,7.4,116,2016,0,0,0,1,1,1,0,0,0,1,0,0,1,0,50000000,57261763,N
The Notebook,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences. (123 mins.)", Nick Cassavetes,7.9,123,2004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30000000,116025023,N
The Orphanage,"A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend. (105 mins.)", J.A. Bayona,7.5,105,2007,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4000000,78600000,N
The Other Side of Hope,A poker-playing restaurateur and former traveling salesman befriends a group of refugees newly arrived to Finland. (100 mins.), Aki Kaurismäki,7.3,100,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1600000,3289611,N
The Other Son,"Two young men, one Israeli and one Palestinian, discover they were accidentally switched at birth. (105 mins.)", Lorraine Lévy,7.4,105,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2700000,4200000,N
The Painted Veil,"A British medical doctor fights a cholera epidemic in a small Chinese village, while being trapped at home in a loveless marriage to an unfaithful wife. (125 mins.)", John Curran,7.5,125,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19400000,15118795,N
